iter	MAE	RMSE
1724	0.3986341812	0.5491061563
1725	0.398613673	0.5490855896
1726	0.398599391	0.5490539042
1727	0.3985842947	0.5490282527
1728	0.3985689436	0.5490004203
1729	0.3985376983	0.5489750787
1730	0.3985092871	0.5489481625
1731	0.3984624015	0.5488945677
1732	0.3984477715	0.548867678
1733	0.3984261321	0.5488409516
1734	0.3984127704	0.5488227965
1735	0.3983941995	0.5488011271
1736	0.3983686052	0.5487616736
1737	0.3983514991	0.5487331104
1738	0.3983415119	0.5487192393
1739	0.3983178707	0.5486889114
1740	0.3983036425	0.5486672395
1741	0.3982890904	0.5486441719
1742	0.3982656618	0.5486161657
1743	0.3982494182	0.548588306
1744	0.3982301742	0.5485582071
1745	0.3981964602	0.5485246797
1746	0.3981837919	0.5484984983
1747	0.3981696014	0.548481593
1748	0.3981528223	0.5484642197
1749	0.398137772	0.5484428515
1750	0.3981137104	0.5484115157
1751	0.3980965397	0.548389133
1752	0.3980758857	0.5483679757
1753	0.398065935	0.5483445659
1754	0.3980446348	0.5483145258
1755	0.3980336301	0.5482956437
1756	0.3980091279	0.548256637
1757	0.3979964612	0.5482366368
1758	0.3979734382	0.5482102482
1759	0.3979592177	0.5481859196
1760	0.3979404335	0.5481640267
1761	0.3979289529	0.5481416196
1762	0.3979002559	0.5480982642
1763	0.3978893994	0.548077506
1764	0.3978678232	0.5480504735
1765	0.3978313227	0.5480076098
1766	0.3978107851	0.5479789088
1767	0.3977899536	0.5479500313
1768	0.3977585019	0.5479052906
1769	0.3977393961	0.5478764451
1770	0.3977250514	0.5478450204
1771	0.3977122489	0.5478206547
1772	0.3976879418	0.547801435
1773	0.3976741119	0.5477789759
1774	0.3976553092	0.5477511189
1775	0.3976457612	0.5477358843
1776	0.3976194927	0.5477142122
1777	0.3976057022	0.5476947153
1778	0.3975809102	0.5476659884
1779	0.3975677103	0.5476437063
1780	0.3975533765	0.5476094677
1781	0.397539491	0.5475844851
1782	0.3975245319	0.5475648246
1783	0.3975093364	0.5475422797
1784	0.3974906284	0.5475161563
1785	0.3974795398	0.5474958531
1786	0.3974628623	0.5474659899
1787	0.3974477617	0.5474467647
1788	0.3974328768	0.5474214921
1789	0.3974241136	0.5474078824
1790	0.397398247	0.5473752354
1791	0.3973837193	0.5473568272
1792	0.3973638128	0.547323446
1793	0.3973475861	0.5472864453
1794	0.3973255915	0.5472634167
1795	0.397311266	0.5472346281
1796	0.3972912625	0.5472098911
1797	0.3972837	0.5471985602
1798	0.3972646603	0.5471701794
1799	0.3972528181	0.5471479304
1800	0.3972357472	0.547129518
1801	0.3972225375	0.5471056217
1802	0.397207404	0.5470827183
1803	0.3971885503	0.5470603009
1804	0.3971735634	0.547031014
1805	0.3971620384	0.5470110087
1806	0.3971449624	0.5469939715
1807	0.3971189798	0.546976446
1808	0.3971037195	0.5469514498
1809	0.3970990647	0.5469426006
1810	0.3970778948	0.5469098139
1811	0.3970678386	0.5468916171
1812	0.397042196	0.5468617351
1813	0.3970027921	0.5468391371
1814	0.3969924783	0.5468192753
1815	0.396973504	0.5467895147
1816	0.3969561705	0.5467677508
1817	0.3969563985	0.546755021
1818	0.3969526634	0.5467395678
1819	0.3969303909	0.546712943
1820	0.3969153262	0.5466974599
1821	0.3968922676	0.5466621586
1822	0.3968467476	0.5466107701
1823	0.3968315075	0.5465875103
1824	0.3968110237	0.5465583726
1825	0.396795817	0.5465345113
1826	0.3967870654	0.5465090878
1827	0.3967683642	0.5464882178
1828	0.3967431835	0.5464574176
1829	0.3967226589	0.5464286437
1830	0.3967125965	0.5464138104
1831	0.3966915174	0.5463852949
1832	0.3966711841	0.5463555538
1833	0.3966640838	0.5463402288
1834	0.3966545538	0.5463226566
1835	0.3966419742	0.5463049088
1836	0.3966245364	0.5462811507
1837	0.3966088764	0.5462613402
1838	0.3965922112	0.5462358046
1839	0.3965841185	0.5462107775
1840	0.396574163	0.546195146
1841	0.3965675136	0.5461834468
1842	0.3965481484	0.5461624753
1843	0.3965322335	0.5461347138
1844	0.3965116341	0.5461082138
1845	0.3964948187	0.5460871139
1846	0.3964802541	0.5460647754
1847	0.3964684055	0.5460438042
1848	0.3964504921	0.5460189459
1849	0.3964388432	0.5460017571
1850	0.3964186816	0.545973132
1851	0.3964038228	0.5459481029
1852	0.3963899575	0.545922159
1853	0.3963678651	0.5458827239
1854	0.3963526358	0.5458540142
1855	0.396341213	0.54583735
1856	0.3963331752	0.5458232782
1857	0.3963084163	0.5457877432
1858	0.3962941216	0.5457702564
1859	0.3962700586	0.5457417819
1860	0.3962545474	0.545725629
1861	0.3962422167	0.5457090601
1862	0.3962279157	0.5456841218
1863	0.3962139175	0.545664729
1864	0.3962009602	0.5456396957
1865	0.3961813583	0.5456164474
1866	0.396168782	0.5456002179
1867	0.3961547624	0.5455780123
1868	0.3961397171	0.5455561343
1869	0.39611712	0.5455274412
1870	0.3960996184	0.5455026044
1871	0.3960883341	0.5454829144
1872	0.3960713148	0.5454579184
1873	0.396061402	0.5454309592
1874	0.3960452878	0.5454085067
1875	0.3960299374	0.5453760311
1876	0.3960110631	0.545350082
1877	0.3960051804	0.545343144
1878	0.3959876379	0.5453171366
1879	0.395977949	0.5452919957
1880	0.3959608183	0.54526508
1881	0.395949811	0.5452472232
1882	0.3959385977	0.5452357202
